Lemma,Soort,Standaard,Aangetroffen,URI
bef,voorwerp,befjes,beffies,https://data.goldenagents.org/boedellexicon/voorwerp/bef
bef,voorwerp,befjes,befgens,https://data.goldenagents.org/boedellexicon/voorwerp/bef
behangsel,voorwerp,behangsel,behanghsel,https://data.goldenagents.org/boedellexicon/voorwerp/behangsel
behangsel,voorwerp,behangsel,behangsel,https://data.goldenagents.org/boedellexicon/voorwerp/behangsel
beitel,voorwerp,beitel,,https://data.goldenagents.org/boedellexicon/voorwerp/beitel
beitel,voorwerp,beitels,beijtels,https://data.goldenagents.org/boedellexicon/voorwerp/beitel
beker,voorwerp,beker,becker,https://data.goldenagents.org/boedellexicon/voorwerp/beker
beker,voorwerp,beker,beecker,https://data.goldenagents.org/boedellexicon/voorwerp/beker
beker,voorwerp,bekers,beeckers,https://data.goldenagents.org/boedellexicon/voorwerp/beker
beker,voorwerp,bekertje,beeckertje,https://data.goldenagents.org/boedellexicon/voorwerp/beker
beker,voorwerp,bekertjes,bekerties,https://data.goldenagents.org/boedellexicon/voorwerp/beker
beker,voorwerp,bekertjes,bekertjens,https://data.goldenagents.org/boedellexicon/voorwerp/beker
bekken,voorwerp,bekken,becken,https://data.goldenagents.org/boedellexicon/voorwerp/bekken
bekken,voorwerp,bekkens,,https://data.goldenagents.org/boedellexicon/voorwerp/bekken
bekken,voorwerp,bekkentje,,https://data.goldenagents.org/boedellexicon/voorwerp/bekken
bekken,voorwerp,bekkentjes,beckentjens,https://data.goldenagents.org/boedellexicon/voorwerp/bekken
bel,voorwerp,bel,bel,https://data.goldenagents.org/boedellexicon/voorwerp/bel
bel,voorwerp,bel,bell,https://data.goldenagents.org/boedellexicon/voorwerp/bel
bel,voorwerp,bellen,,https://data.goldenagents.org/boedellexicon/voorwerp/bel
bel,voorwerp,belletje,belletje,https://data.goldenagents.org/boedellexicon/voorwerp/bel
bel,voorwerp,belletjes,bellitjes,https://data.goldenagents.org/boedellexicon/voorwerp/bel
belblaker,voorwerp,belblaker,,https://data.goldenagents.org/boedellexicon/voorwerp/belblaker
belblaker,voorwerp,belblakers,belblaeckers,https://data.goldenagents.org/boedellexicon/voorwerp/belblaker
bergwerk,voorstelling,bergwerk,berghwerck,https://data.goldenagents.org/boedellexicon/voorstelling/bergwerk
berrie,voorwerp,berrie,burrij,https://data.goldenagents.org/boedellexicon/voorwerp/berrie
berrie,voorwerp,berries,burrijs,https://data.goldenagents.org/boedellexicon/voorwerp/berrie
beschadigd,eigenschap,beschadigd,,https://data.goldenagents.org/boedellexicon/eigenschap/beschadigd
beschadigd,eigenschap,beschadigde,,https://data.goldenagents.org/boedellexicon/eigenschap/beschadigd
beschreven,eigenschap,beschreven,beschreven,https://data.goldenagents.org/boedellexicon/eigenschap/beschreven
beschuitbakker,beroep,beschuitbakker,beschuijtbacker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1084
beslag,voorwerp,beslag,beslag,https://data.goldenagents.org/boedellexicon/voorwerp/beslag
beslag,voorwerp,beslag,beslagh,https://data.goldenagents.org/boedellexicon/voorwerp/beslag
beslag,voorwerp,beslag,beslagh,https://data.goldenagents.org/boedellexicon/voorwerp/beslag
beslagen,eigenschap,beslagen,beslage,https://data.goldenagents.org/boedellexicon/eigenschap/beslagen
beslagen,eigenschap,beslagen,beslagen,https://data.goldenagents.org/boedellexicon/eigenschap/beslagen
bestevaartje,voorstelling,bestevaartje,bestevaertgen,https://data.goldenagents.org/boedellexicon/voorstelling/bestevaartje
bestevaartje,voorstelling,bestevaartje,bestevaertje,https://data.goldenagents.org/boedellexicon/voorstelling/bestevaartje
betiel,voorwerp,betiel,,https://data.goldenagents.org/boedellexicon/voorwerp/betiel
betiel,voorwerp,betielen,betielen,https://data.goldenagents.org/boedellexicon/voorwerp/betiel
betiel,voorwerp,betielen,betielens,https://data.goldenagents.org/boedellexicon/voorwerp/betiel
betiel,voorwerp,betieltje,,https://data.goldenagents.org/boedellexicon/voorwerp/betiel
betiel,voorwerp,betieltjes,betieltiens,https://data.goldenagents.org/boedellexicon/voorwerp/betiel
beugel,voorwerp,beugel,beugel,https://data.goldenagents.org/boedellexicon/voorwerp/beugel
beugel,voorwerp,beugel,buegel,https://data.goldenagents.org/boedellexicon/voorwerp/beugel
beugel,voorwerp,beugels,beugels,https://data.goldenagents.org/boedellexicon/voorwerp/beugel
beugel,voorwerp,beugeltje,beugeltje,https://data.goldenagents.org/boedellexicon/voorwerp/beugel
beugel,voorwerp,beugeltjes,beugeltjes,https://data.goldenagents.org/boedellexicon/voorwerp/beugel
beugelstoel,voorwerp,beugelstoel,beugelstoel,https://data.goldenagents.org/boedellexicon/voorwerp/beugelstoel
beugelstoel,voorwerp,beugelstoelen,beugelstoelen,https://data.goldenagents.org/boedellexicon/voorwerp/beugelstoel
beugelstok,voorwerp,beugelstok,,https://data.goldenagents.org/boedellexicon/voorwerp/beugelstok
beugelstok,voorwerp,beugelstokken,buegelstocken,https://data.goldenagents.org/boedellexicon/voorwerp/beugelstok
beursje,voorwerp,beursje,beursgen,https://data.goldenagents.org/boedellexicon/voorwerp/beursje
beursje,voorwerp,beursje,beursje,https://data.goldenagents.org/boedellexicon/voorwerp/beursje
beursje,voorwerp,beursje,beurssje,https://data.goldenagents.org/boedellexicon/voorwerp/beursje
beursje,voorwerp,beursjes,,https://data.goldenagents.org/boedellexicon/voorwerp/beursje
bevermof,voorwerp,bevermof,bevermoff,https://data.goldenagents.org/boedellexicon/voorwerp/bevermof
bevermof,voorwerp,bevermoffen,,https://data.goldenagents.org/boedellexicon/voorwerp/bevermof
bezet,eigenschap,bezet,beset,https://data.goldenagents.org/boedellexicon/eigenschap/bezet
bezoarsteen,voorwerp,bezoarsteen,besoorsteen,https://data.goldenagents.org/boedellexicon/voorwerp/bezoarsteen
bierbeschooier,beroep,bierbeschooier,bierbeschoijers,https:/www.vondel.humanities.uva.nl/ecartico/occupations/906
bierbeschooier,beroep,bierbeschooier,bierschoijer,https:/www.vondel.humanities.uva.nl/ecartico/occupations/906
bierbeschooier,beroep,bierbeschooiers,bierschoijers,https:/www.vondel.humanities.uva.nl/ecartico/occupations/906
bierdrager,beroep,bierdrager,bierdraeger,https:/www.vondel.humanities.uva.nl/ecartico/occupations/683
bierglas,voorwerp,bierglaasje,,https://data.goldenagents.org/boedellexicon/voorwerp/bierglas
bierglas,voorwerp,bierglaasjes,bierglaesjens,https://data.goldenagents.org/boedellexicon/voorwerp/bierglas
bierglas,voorwerp,bierglas,,https://data.goldenagents.org/boedellexicon/voorwerp/bierglas
bierglas,voorwerp,bierglazen,bierglaasen,https://data.goldenagents.org/boedellexicon/voorwerp/bierglas
bierkan,voorwerp,bierkan,,https://data.goldenagents.org/boedellexicon/voorwerp/bierkan
bierkan,voorwerp,bierkannen,,https://data.goldenagents.org/boedellexicon/voorwerp/bierkan
bierkan,voorwerp,bierkannetje,,https://data.goldenagents.org/boedellexicon/voorwerp/bierkan
bierkan,voorwerp,bierkannetjes,,https://data.goldenagents.org/boedellexicon/voorwerp/bierkan
big,vee,big,,https://data.goldenagents.org/boedellexicon/vee/big
big,vee,biggetje,,https://data.goldenagents.org/boedellexicon/vee/big
big,vee,biggetjes,,https://data.goldenagents.org/boedellexicon/vee/big
Bijbel,voorwerp,Bijbel,Bijbel,https://data.goldenagents.org/boedellexicon/voorwerp/Bijbel
Bijbel,voorwerp,Bijbel,Bybel,https://data.goldenagents.org/boedellexicon/voorwerp/Bijbel
Bijbel,voorwerp,Bijbels,,https://data.goldenagents.org/boedellexicon/voorwerp/Bijbel
Bijbel,voorwerp,Bijbeltje,bijbeltje,https://data.goldenagents.org/boedellexicon/voorwerp/Bijbel
Bijbel,voorwerp,Bijbeltjes,,https://data.goldenagents.org/boedellexicon/voorwerp/Bijbel
binnenlandsvaarder,beroep,binnenlandsvaarder,binnenlandsvaerder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1064
binnenlandsvaarder,beroep,binnenlandsvaarder,binnelantsvaerder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1064
binnenlandsvaarder,beroep,binnenlandsvaarder,binnenlantsvaerder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1064
binnenlandsvaarder,beroep,binnenlandsvaarders,binnenlandsvaerders,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1064
blaasbalg,voorwerp,blaasbalg,blaasbalk,https://data.goldenagents.org/boedellexicon/voorwerp/blaasbalg
blaasbalg,voorwerp,blaasbalg,blaesbalck,https://data.goldenagents.org/boedellexicon/voorwerp/blaasbalg
blaker,voorwerp,blaker,blaecker,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blaker,blaker,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blakers,blaeckers,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blakertje,blackertie,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blakertje,blakertje,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blakertjes,blakerties,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blaker,voorwerp,blakertjes,blakertjes,https://data.goldenagents.org/boedellexicon/voorwerp/blaker
blauw,eigenschap,blauw,blauw,https://data.goldenagents.org/boedellexicon/eigenschap/blauw
blauw,eigenschap,blauwe,blaewe,https://data.goldenagents.org/boedellexicon/eigenschap/blauw
blauw,eigenschap,blauwe,blauwe,https://data.goldenagents.org/boedellexicon/eigenschap/blauw
bleker,beroep,bleker,bleecker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/558
blik,stofnaam,blik,blick,https://data.goldenagents.org/boedellexicon/stofnaam/blik
blik,stofnaam,blik,bleck,https://data.goldenagents.org/boedellexicon/stofnaam/blik
blik,stofnaam,blikken,blicken,https://data.goldenagents.org/boedellexicon/stofnaam/blik
blikwerk,categorie,blikwerk,blickwerck,https://data.goldenagents.org/boedellexicon/categorie/blikwerk
blikwerk,categorie,blikwerk,blikwerk,https://data.goldenagents.org/boedellexicon/categorie/blikwerk
bloed,rest,bloed,bloet,
bloedkoraal,voorwerp,bloedkoraal,,https://data.goldenagents.org/boedellexicon/voorwerp/bloedkoraal
bloedkoraal,voorwerp,bloedkoralen,bloetcoralen,https://data.goldenagents.org/boedellexicon/voorwerp/bloedkoraal
bloedkoraal,voorwerp,bloedkoralen,bloetcralen,https://data.goldenagents.org/boedellexicon/voorwerp/bloedkoraal
bloem,rest,bloem,,
bloem,rest,bloemen,bloemen,
bloem,rest,bloemetjes,bloemetjens,
bloem,rest,bloemetjes,blommetjes,
bloemenmandje,voorwerp,bloemenmandje,bloemmantjen,https://data.goldenagents.org/boedellexicon/voorwerp/bloemenmandje
bloemenmandje,voorwerp,bloemenmandjes,bloemmantiens,https://data.goldenagents.org/boedellexicon/voorwerp/bloemenmandje
bloemenmandje,voorwerp,bloemenmandjes,blommanties,https://data.goldenagents.org/boedellexicon/voorwerp/bloemenmandje
bloementuin,rest,bloementuin,bloemtuyn,
bloempot,voorstelling,bloempot,bloempot,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempot,blompot,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempot,blompoth,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloembotjen,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloempotge,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloempotgen,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloempotje,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloempottge,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,bloempottje,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,blompotien,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,blompotje,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotje,blompottge,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotjes,bloempotgens,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotjes,bloempotjens,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotjes,blompotjens,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorstelling,bloempotjes,blompotjes,https://data.goldenagents.org/boedellexicon/voorstelling/bloempot
bloempot,voorwerp,bloempot,bloempot,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempot,blompot,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempot,blompoth,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloembotjen,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloempotge,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloempotgen,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloempotje,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloempottge,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,bloempottje,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,blompotien,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,blompotje,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotje,blompottge,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotjes,bloempotgens,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotjes,bloempotjens,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotjes,blompotjens,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempot,voorwerp,bloempotjes,blompotjes,https://data.goldenagents.org/boedellexicon/voorwerp/bloempot
bloempotschilderij,voorwerp,bloempotschilderij,bloempotschilderij,https://data.goldenagents.org/boedellexicon/voorwerp/bloempotschilderij
bloempotschilderij,voorwerp,bloempotschilderijen,bloempotschilderijen,https://data.goldenagents.org/boedellexicon/voorwerp/bloempotschilderij
bloempotschilderij,voorwerp,bloempotschilderijtje,bloempotschilderijtje,https://data.goldenagents.org/boedellexicon/voorwerp/bloempotschilderij
bloempotschilderij,voorwerp,bloempotschilderijtjes,bloempotschilderijtjens,https://data.goldenagents.org/boedellexicon/voorwerp/bloempotschilderij
blok,voorwerp,blok,block,https://data.goldenagents.org/boedellexicon/voorwerp/blok
blok,voorwerp,blok,blok,https://data.goldenagents.org/boedellexicon/voorwerp/blok
blok,voorwerp,blokken,,https://data.goldenagents.org/boedellexicon/voorwerp/blok
blokschaar,voorwerp,blokschaar,blokschaar,https://data.goldenagents.org/boedellexicon/voorwerp/blokschaar
bode,beroep,bode,boode,https:/www.vondel.humanities.uva.nl/ecartico/occupations/27
boedel,categorie,boedel,boedel,https://data.goldenagents.org/boedellexicon/categorie/boedel
boek,voorwerp,boek,boeck,https://data.goldenagents.org/boedellexicon/voorwerp/boek
boek,voorwerp,boeken,boeken,https://data.goldenagents.org/boedellexicon/voorwerp/boek
boek,voorwerp,boekje,boecxke,https://data.goldenagents.org/boedellexicon/voorwerp/boek
boek,voorwerp,boekjes,boeckjens,https://data.goldenagents.org/boedellexicon/voorwerp/boek
boek,voorwerp,boekjes,boecxkens,https://data.goldenagents.org/boedellexicon/voorwerp/boek
boekhouder,beroep,boekhouder,boeckhouder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/31
boekhouder,beroep,boekhouder,boeckhouder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/31
boekverkoper,beroep,boekverkoper,boeckvercoper,https:/www.vondel.humanities.uva.nl/ecartico/occupations/30
boer,eigenschap,boeren,,https://data.goldenagents.org/boedellexicon/eigenschap/boer
boer,voorstelling,boer,,https://data.goldenagents.org/boedellexicon/voorstelling/boer
boer,voorstelling,boeren,,https://data.goldenagents.org/boedellexicon/voorstelling/boer
boer,voorstelling,boerin,,https://data.goldenagents.org/boedellexicon/voorstelling/boer
boeren,eigenschap,boeren,boeren,https://data.goldenagents.org/boedellexicon/eigenschap/boeren
boerenbanket,voorstelling,boerenbanket,boerebanquet,https://data.goldenagents.org/boedellexicon/voorstelling/boerenbanket
boerenbruiloft,voorstelling,boerenbruiloft,boerebruyloft,https://data.goldenagents.org/boedellexicon/voorstelling/boerenbruiloft
boerenbruiloft,voorstelling,boerenbruiloftje,boerebruylofftje,https://data.goldenagents.org/boedellexicon/voorstelling/boerenbruiloft
boerendans,voorstelling,boerendans,boeredans,https://data.goldenagents.org/boedellexicon/voorstelling/boerendans
boerendans,voorstelling,boerendans,boerendans,https://data.goldenagents.org/boedellexicon/voorstelling/boerendans
boerengezang,voorstelling,boerengezang,boeregesangh,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezang
boerengezang,voorstelling,boerengezang,boerengesangh,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezang
boerengezelschap,voorstelling,boerengezelschap,boeregeselschap,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezelschap
boerengezelschap,voorstelling,boerengezelschapje,boeregeselschapje,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezelschap
boerengezelschap,voorstelling,boerengezelschapjes,boeregeselschapjens,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezelschap
boerengezelschap,voorstelling,boerengezelschapjes,boerengeselschapjens,https://data.goldenagents.org/boedellexicon/voorstelling/boerengezelschap
boerenhuis,voorstelling,boerenhuis,boerenhuijs,https://data.goldenagents.org/boedellexicon/voorstelling/boerenhuis
boerenhuis,voorstelling,boerenhuis,boerenhuys,https://data.goldenagents.org/boedellexicon/voorstelling/boerenhuis
boerenkaartspel,voorstelling,boerenkaartspel,boerekaertspel,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkaartspel
boerenkermis,voorstelling,boerenkermis,boere kermisse,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkermis
boerenkermis,voorstelling,boerenkermis,boerekermis,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkermis
boerenkeuken,voorstelling,boerenkeuken,boerecoken,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkeuken
boerenkeuken,voorstelling,boerenkeuken,boerekoocken,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkeuken
boerenkeuken,voorstelling,boerenkeukentje,boerekeukentie,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkeuken
boerenkeuken,voorstelling,boerenkeukentje,boerekoockentje,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkeuken
boerenkeuken,voorstelling,boerenkeukentje,boerencokentge,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkeuken
boerenkroeg,voorstelling,boerenkroeg,boere kroegh,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkroeg
boerenkroeg,voorstelling,boerenkroegjes,boerecroegjes,https://data.goldenagents.org/boedellexicon/voorstelling/boerenkroeg
